timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-15T10:17:08,multirocket_fm_ACSF1_run1_feat_extraction,d49d319e-2fc8-4a3a-99be-68d443734428,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21.47745454777032,2.2571866352359303e-05,1.0509563087261938e-06,6.514972711325001,13.223101463982042,20.0,3.7059487275172406e-05,7.870811852050963e-05,0.000113742565762,0.0002295101715577,0.0,Brazil,BRA,são paulo,,,Linux-6.17.0-29-generic-x86_64-with-glibc2.39,3.10.0,3.2.8,16,Intel(R) Core(TM) i7-10700F CPU @ 2.90GHz,1,1 x NVIDIA GeForce RTX 3060,-46.6351,-23.6293,62.692867279052734,machine,3.573684210526316,0.0526315789473684,5.4,3.388202667236328,N,1.0,0.0
