timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-15T10:33:28,multirocket_fm_LSST_run1_feat_extraction,99c61f74-02b0-4b8d-9d91-70014c5770aa,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,30.71743368310854,3.973531841621378e-05,1.2935754603114569e-06,6.5156293397,21.200762430058397,20.0,5.378030264776457e-05,0.00018522014817712318,0.00016502727130686656,0.00040402772213175435,0.0,Brazil,BRA,são paulo,,,Linux-6.17.0-29-generic-x86_64-with-glibc2.39,3.10.0,3.2.8,16,Intel(R) Core(TM) i7-10700F CPU @ 2.90GHz,1,1 x NVIDIA GeForce RTX 3060,-46.6351,-23.6293,62.692867279052734,machine,6.807142857142856,0.0,8.214285714285717,5.147124290466309,N,1.0,0.0
