model,dataset,accuracy,f1,precision,recall,train_time,test_time,run
multirocket_fm,BeetleFly,0.9,0.898989898989899,0.9166666666666667,0.9,33.39905595779419,33.175220012664795,20260615_102054_run1
multirocket_fm,ACSF1,0.95,0.9498746867167918,0.9525252525252526,0.95,34.5923969745636,34.147509813308716,20260615_101937_run1
ßmultirocket_fm,CricketX,0.7974358974358975,0.7924128699470456,0.8091723711806067,0.7974358974358975,1.53403902053833,578.752852678299,20260615_103254_run1
multirocket_fm,CinCECGTorso,0.9905797101449275,0.9905788504630983,0.990713968147494,0.9905797101449275,31.357311964035034,40.33957862854004,20260615_102258_run1
multirocket_fm,LSST,0.7173560421735604,0.6742701006634095,0.7004263327605204,0.7173560421735604,1.5339267253875732,1192.2765669822693,20260615_105328_run1
