model,dataset,accuracy,f1,precision,recall,train_time,test_time,run
HC2,BeetleFly,0.95,0.949874686716792,0.9545454545454545,0.95,107.47401523590088,49.06137180328369,20260615_103746_run1
HC2,ACSF1,0.9,0.8994293705277687,0.9063170163170163,0.9,1186.4635918140411,671.9587018489838,20260615_103458_run1
HC2,CricketX,0.8205128205128205,0.8182393154277501,0.8325701283090448,0.8205128205128205,2032.7941720485687,922.0804824829102,20260615_143351_run1
HC2,CinCECGTorso,1.0,1.0,1.0,1.0,573.3517894744873,10613.406403064728,20260615_134424_run1ß
HC2,LSST,0.6747769667477697,0.6121600693448791,0.6407978306943919,0.6747769667477697,11237.355562925339,2913.919060945511,20260615_182954_run1
