model,dataset,mse,mae,rmse,r2,train_time,test_time,run
DrCIF,Covid3Month,0.0018214911407596285,0.031220784095948226,0.04267893087648317,0.08527612102749693,116.40729355812073,41.48527383804321,20260615_103204_run1
DrCIF,FloodModeling3,7.644652021738916e-05,0.005176630434782473,0.00874337007208257,0.8511906971852532,498.4661645889282,217.1570701599121,20260615_104410_run1
DrCIF,HouseholdPowerConsumption1_nmv,23453.0167451121,102.8986137551019,153.14377801632068,0.9120518770584439,8301.762799024582,7616.418969154358,20260615_150941_run1
DrCIF,IEEEPPG,1221.6342685435213,28.664413376853332,34.95188504993001,-0.26436274531689263,11999.04769229889,9225.97066617012,20260615_210339_run1
DrCIF,BIDMC32SpO2,22.315618498705767,3.4899708636323283,4.723940992297191,-0.015427903817143651,137708.5195403099,58789.45867419243,20260618_033859_run1
