timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-15T11:24:27,tsfresh_FloodModeling3_run1_feat_extraction,e3e5cd4f-bb50-4624-871c-8f8fc9ed58ed,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,8.01777046918869,1.95005223849071e-05,2.432162714041917e-06,45.08811103828572,28.008375565330667,20.0,9.414578172897435e-05,6.237560545585552e-05,4.175943586095754e-05,0.0001982808230457874,0.0,Brazil,BRA,são paulo,,,Linux-6.17.0-29-generic-x86_64-with-glibc2.39,3.10.0,3.2.8,16,Intel(R) Core(TM) i7-10700F CPU @ 2.90GHz,1,1 x NVIDIA GeForce RTX 3060,-46.6351,-23.6293,62.692867279052734,machine,41.666666666666664,0.0,7.233333333333333,4.538358052571614,N,1.0,0.0
