dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
AcousticContaminationMadrid_nmv,2.869979475274296,4.226173746352485,2.969276133181561,3.342229624029164,3.16967292774253,2.462670745429747,2.771669447417485,3.1218570835322743,4.046393077706905,2.860674357154307,3.01460814533787,2.2583683955638905,3.22758391111222,3.458337144508979,3.638226610488852,3.117965684878553,3.113019735576162,3.5895726628895326,2.540485811247765,3.182354785515747,3.442640118039649,3.269808691663903,2.323131624564961,3.2524687865658137,3.0065054667552102,3.5136756324000062,2.989442737367145,3.395510977192616,2.76530091665123,2.9756377541734302
AluminiumConcentration,226.08294896748149,210.9112703417199,205.2526009445645,215.8296249893104,210.65234891468967,228.9006981114169,210.44598035764668,204.4359983365147,258.52727592680054,225.2484931571884,165.5337962739774,209.74446697112376,210.05844574234544,193.8775334534405,196.54173446004324,212.0185382978952,217.56710159460087,188.5748967285264,188.79837920820256,164.8560518341331,246.4191871151561,254.5659053868872,231.43200012893516,246.0435347905789,241.09600943603428,242.8311977338092,203.85918130718272,242.29894537179604,209.7527671915127,214.16606781973903
AppliancesEnergy,1.6368117727772662,2.096122521857346,1.7931906555903907,2.141233165567235,2.111585687044004,1.7577846540362794,2.2979058617518504,1.668372910053755,1.5802404229976863,2.1007268565746777,1.4052009062671431,2.0345285495276038,1.793883097307902,2.3420790733209977,2.219837302145917,1.6866274425238232,1.6962340126232875,1.9352079744260915,1.901391443596841,1.437851801131242,2.008733205426594,1.86663974201093,2.1840970465187217,1.926286303112287,1.764949919412708,2.210280907632755,1.6572725164769118,1.7891259784567433,2.0791170510996198,1.7006550349102063
BIDMC32HR,9.628352960342207,0.3320019801724832,0.3408975998031399,0.3269135656773219,0.352036406319188,0.3114965312371792,0.341384035751971,0.3182038155581452,0.4218105323046739,0.3273946110647883,0.3270414131708631,0.3817375059131727,0.3278227970977571,0.345230304239402,0.3558412147934701,0.3797503767473667,0.3049965762665436,0.3263344726266459,0.3734107357353661,0.3250281444473067,0.3429849102924852,0.3876096253265398,0.3683213929147548,0.3469421815485631,0.3573961192017632,0.3388720342792964,0.3291515023626177,0.3711092655305339,0.3320504149435017,0.4427039551213254
BIDMC32RR,4.429225046363562,0.2809923184326743,0.2840852205303645,0.2922651832692874,0.3091617566733746,0.2624326245619224,0.2944300646706513,0.3019755651770873,0.2748822663187487,0.276458993962761,0.2783735966935044,0.2984413898325453,0.2788022768852585,0.3234898683241226,0.209904107349052,0.3522599515078137,0.3293195046557275,0.315669313154359,0.2835413692914001,0.2830373657827149,0.2826399855591427,0.2395575552497937,0.3150916840795174,0.2606374373821451,0.2841292142393359,0.2678406266345413,0.3322073138508086,0.2693593614947454,0.2286029759980854,0.2890101890426914
BIDMC32SpO2,4.932824844992266,0.0893672079574204,0.0774658324747032,0.0807396264384811,0.09047435702286,0.0835772365145495,0.0775352483868369,0.0924250683404072,0.1074474610833643,0.0892940910200982,0.0868342717917664,0.0922108017726092,0.0822378532192954,0.0879145992818032,0.0902716734624666,0.1011910699313463,0.0785697183862144,0.0939247887394398,0.1066526514319106,0.0809546073774193,0.0846079175597977,0.0818872535766218,0.0895503345435636,0.1047690557563868,0.0767961482594682,0.0910646328887045,0.08287405298062,0.081299492014913,0.0972184135728297,0.08678761462412
BarCrawl6min,0.0439186357785021,0.0471624953534425,0.0399901976340298,0.0446792518703694,0.0450585849376325,0.0412372949209671,0.048470875773327,0.0408138704422261,0.0466324897510008,0.0451771591005094,0.0575303780054049,0.0450871748922534,0.0477638562300925,0.0493296654152636,0.0462638034026604,0.0443120952767717,0.0409687912466837,0.0352489921588892,0.0538641194547349,0.0534011669350098,0.0451936748540602,0.0444126235253126,0.0544090955326122,0.0475690516519209,0.0463435289279822,0.0437346380562107,0.042263646471153,0.0464765306060449,0.0448470797736311,0.048161881249679
BeijingIntAirportPM25Quality,43.61818610452943,43.67408264925757,42.99812063130256,47.51042094966369,47.16506266909579,48.664405007914986,46.26586611829012,48.015274694911206,46.42106645109215,45.62754481390212,43.62661438789343,47.10084637463103,42.48049437396509,45.40032809595236,44.904934398234886,45.14830102092646,47.5550941746495,43.49641845562132,50.738528203751095,46.10894927630952,45.52525777122879,47.61211702665698,48.65331975605801,45.13774869377146,46.880853929173774,46.1252596808036,48.04655213322419,44.44960675715613,48.791173221711865,47.2177644367348
BeijingPM10Quality_nmv,93.28510652884783,52.04444192625088,54.37380472379798,53.67090153445303,53.0637930334473,51.69696262213415,51.75294911157168,55.89369439565985,53.69626911757325,52.15375589699524,53.54912518469652,55.302724985048165,54.39464756814983,54.40904842245405,53.88093123340058,57.5896674106013,52.09292768141401,52.207079705121664,53.313322510769765,50.86719974815731,52.55648182005552,53.49253975854282,55.72267863222528,55.44386311064262,54.80542699770135,54.88888894951165,51.809157710402125,56.49395614080726,54.01690637297859,53.38664566188864
BeijingPM25Quality_nmv,60.38025854916882,32.937855009355786,34.5747499019427,31.255072249184263,32.33648256257396,31.06256172210397,31.152082687914632,32.39006473693167,32.27069687546563,29.085573134738016,32.200174520912775,34.39395550923174,34.473104182672515,34.5972865427093,32.45039670147816,31.02287920629008,31.350415426131395,34.51447378388874,33.09456948440065,32.38310390557609,33.86078864743687,31.82383574671545,33.46287555718335,34.172013234326464,31.87046197971938,32.016100870072776,33.19761741291828,32.970750682282066,32.89223143773649,29.76110060362404
