model,dataset,mse,mae,rmse,r2,time,run
tsfresh,AcousticContaminationMadrid,18.399312110439382,3.185720104641385,4.289441934615666,0.5478754558512366,4.327061414718628,20260210_142549_run1
tsfresh,AluminiumConcentration,43984.71241878276,148.59148751403166,209.72532612629968,0.8033510066128078,4.96005392074585,20260210_143027_run1
tsfresh,BarCrawl6min,0.0014449976190533571,0.02833397093839384,0.038013124300080324,0.5325406478336667,4.217242956161499,20260210_143042_run1
tsfresh,BeijingIntAirportPM25Quality,6199.222313261861,59.61844939970027,78.73514026952553,-0.09584518192459113,18.859575033187866,20260210_143243_run1
tsfresh,BinanceCoinSentiment,0.13476533412640185,0.2866680084880394,0.3671039827166165,-0.03075532960640337,3.5824387073516846,20260210_143253_run1
tsfresh,BitcoinSentiment,0.0662328640595833,0.1917811952216625,0.2573574635785473,0.10688950605703484,4.04746675491333,20260210_143305_run1
tsfresh,BoronConcentration,0.4519510426757301,0.23047152921146455,0.672273041758875,0.46037859725032226,6.409838676452637,20260210_143746_run1
tsfresh,CalciumConcentration,1631709.2072953014,630.2997701869784,1277.383735333788,0.8670778951433833,5.019667387008667,20260210_144232_run1
tsfresh,CardanoSentiment,0.0904523450795636,0.22530166276837837,0.3007529635424456,-0.21975742692051226,1.9551138877868652,20260210_144238_run1
tsfresh,ChilledWaterPredictor,286293.9478356818,292.39883051829713,535.0644333495563,-0.10674573116486408,6.622875690460205,20260210_144313_run1
tsfresh,CopperConcentration,3.3687463842193504,0.8449854504081308,1.8354144992941923,0.30737585479414387,5.038332223892212,20260210_144750_run1
tsfresh,Covid19Andalusia,0.00015074526739683244,0.008136014599714286,0.01227783642979627,0.8411161416071784,2.231520891189575,20260210_144756_run1
tsfresh,DailyOilGasPrices,3.3075848417478593,1.491254773185993,1.818676673229153,-0.02186885821873119,3.3255200386047363,20260210_144804_run1
tsfresh,DhakaHourlyAirQuality,794.3026595986103,21.33090936862456,28.18337558914138,0.8057751363081893,12.942115545272827,20260210_145948_run1
tsfresh,ElectricityPredictor,169750.6312333345,164.80366595517225,412.0080475346744,0.3572514412960125,8.59158730506897,20260210_150039_run1
tsfresh,EthereumSentiment,0.0751243430726167,0.22086715695835718,0.2740882030891091,-0.04384644488656919,4.270713806152344,20260210_152946_run1
tsfresh,GasSensorArrayAcetone,0.02838413394127663,0.08605205337625063,0.1684759150183688,0.6819813959110634,5.25268030166626,20260210_154612_run1
tsfresh,GasSensorArrayEthanol,0.026014126292433434,0.07791084618214103,0.16128895279104963,0.7698654627580859,5.487246513366699,20260210_160235_run1
tsfresh,HotwaterPredictor,10328901.34637905,2953.5826677281457,3213.8608162736373,-4.9323766446875394,5.110990524291992,20260210_160259_run1
tsfresh,IronConcentration,3092.57014948796,34.647034991720446,55.61088157445411,0.5511558299895556,5.017320394515991,20260210_160606_run1
tsfresh,LPGasMonitoringHomeActivity,1.6771596610892487,0.9268906701205886,1.2950519916548713,0.02679442669494958,23.412719011306763,20260210_160707_run1
tsfresh,MadridPM10Quality,49.25650564854688,5.200316833200693,7.018297916770623,0.7119517843020494,73.51290845870972,20260210_161307_run1
tsfresh,AcousticContaminationMadrid,17.28224028733559,3.1261607276068792,4.157191394118821,0.5753251553710178,2.173877477645874,20260210_161309_run2
tsfresh,AluminiumConcentration,42212.05207356962,148.21230597004563,205.4557180357111,0.8112763027744508,5.2384419441223145,20260210_161315_run2
tsfresh,BarCrawl6min,0.0015929459882341645,0.02876504546196174,0.0399117274523938,0.484679081904836,2.8306918144226074,20260210_161318_run2
tsfresh,BeijingIntAirportPM25Quality,6115.945801451398,59.23697476737243,78.2045126667982,-0.08112427668462985,18.83472990989685,20260210_161337_run2
tsfresh,BinanceCoinSentiment,0.13327148157429505,0.2851926399913015,0.36506366783657757,-0.01932956874800662,3.6880080699920654,20260210_161341_run2
tsfresh,BitcoinSentiment,0.06676906154635642,0.19293481583666805,0.25839710049912795,0.09965920416593566,4.062038898468018,20260210_161345_run2
tsfresh,BoronConcentration,0.4283897190870167,0.2311175716850748,0.6545148730831231,0.4885103931419913,5.147039890289307,20260210_161351_run2
tsfresh,CalciumConcentration,1717264.870682553,650.1892399320752,1310.444531707677,0.8601083696856651,5.000160455703735,20260210_161356_run2
tsfresh,CardanoSentiment,0.08871270865825431,0.22323629973873946,0.2978467872216424,-0.1962982845050567,1.8933606147766113,20260210_161358_run2
tsfresh,ChilledWaterPredictor,286455.4306345986,295.6051626617366,535.2153124066973,-0.10736998605990755,6.04195237159729,20260210_161405_run2
tsfresh,CopperConcentration,3.2287984659386995,0.8317169089035067,1.7968857687506736,0.33614955759544185,5.043357610702515,20260210_161410_run2
tsfresh,Covid19Andalusia,0.0001431354771831297,0.007996120827287397,0.01196392398768605,0.8491367770247413,2.1962430477142334,20260210_161413_run2
tsfresh,DailyOilGasPrices,3.443793632951927,1.4997861948473699,1.8557461122017547,-0.06395017392384905,3.24855375289917,20260210_161416_run2
tsfresh,DhakaHourlyAirQuality,850.6367259521154,21.923722011711543,29.165677190014215,0.7920001901632978,12.742093086242676,20260210_161520_run2
tsfresh,ElectricityPredictor,171682.30344868737,167.55292279756597,414.34563283409585,0.349937303355636,8.689099073410034,20260210_161529_run2
tsfresh,EthereumSentiment,0.07674184360666814,0.22377006848370917,0.27702318243545637,-0.06632147911668107,4.137701988220215,20260210_161621_run2
tsfresh,GasSensorArrayAcetone,0.02653245933311138,0.08308956809061263,0.1628878734992614,0.7027277387564692,3.922518253326416,20260210_161625_run2
tsfresh,GasSensorArrayEthanol,0.026934707679503983,0.07903345977381314,0.164117968789234,0.7617215193818817,3.954469919204712,20260210_161630_run2
tsfresh,HotwaterPredictor,13152993.189527612,3349.2297051203686,3626.705555945728,-6.554386181899389,4.983590126037598,20260210_161635_run2
tsfresh,IronConcentration,3132.019387845489,35.00344584879668,55.96444753453293,0.5454303137385947,5.085999488830566,20260210_161640_run2
tsfresh,LPGasMonitoringHomeActivity,1.6813733217446822,0.9272349277058967,1.2966778018246021,0.024349365482816077,24.739526987075806,20260210_161705_run2
tsfresh,MadridPM10Quality,49.275535414598814,5.223070697585321,7.019653511007421,0.7118404997096035,71.50182247161865,20260210_161820_run2
