model,dataset,mse,mae,rmse,r2,time,run
tsfresh,Covid3Month,0.0018284060216162605,0.03307855324743434,0.04275986461176252,0.08180357784665371,1.0186104774475098,20260221_154918_run1
tsfresh,FloodModeling1,5.651095471677046e-05,0.004595810219793037,0.007517376850788476,0.8409281233346046,0.435549259185791,20260221_154919_run1
tsfresh,FloodModeling2,0.00012662900630107716,0.0019401835197239872,0.011252955447395904,0.6303633910007705,0.4396064281463623,20260221_154921_run1
tsfresh,FloodModeling3,6.96274437140696e-05,0.00522015195566675,0.008344306065459823,0.8644645782908131,0.43010711669921875,20260221_154922_run1
tsfresh,IEEEPPG,990.2416027618368,25.369128979602493,31.468104530807647,-0.024876776654003674,3.095690965652466,20260221_154945_run1
tsfresh,HouseholdPowerConsumption2_nmv,1336.2173559029914,25.98647460038877,36.554306940536996,0.5246998792811257,1.3444406986236572,20260221_154957_run1
tsfresh,HouseholdPowerConsumption1_nmv,21399.341429719545,24.2537229299295,146.28513741908145,0.9197530990838717,1.3133339881896973,20260221_155010_run1
tsfresh,AppliancesEnergy,3.989384788967785,1.5942112232389904,1.9973444342345625,0.6625535158587554,0.9976727962493896,20260221_155014_run1
tsfresh,BenzeneConcentration_nmv,66.25057489696796,6.693165794639474,8.13944561361325,-0.03137288230200963,13.345593214035034,20260221_155107_run1
tsfresh,LiveFuelMoistureContent,1912.020174503034,31.98165392803672,43.726652907614984,-0.13035332019103607,7.540149450302124,20260221_155139_run1
tsfresh,BIDMC32RR,19.184589225526334,2.9626024650030516,4.3800216010342155,-0.5828247243213629,5.273285627365112,20260221_155238_run1
tsfresh,BIDMC32SpO2,20.20860172365196,3.1629793620887705,4.49539783819541,0.08044771026563569,5.335168838500977,20260221_155338_run1
tsfresh,BIDMC32HR,421.84300587444585,17.5429119954461,20.538817051486824,-1.133618878464131,5.320307493209839,20260221_155439_run1
tsfresh,AcousticContaminationMadrid_nmv,9.246381698010177,2.1051383548312725,3.0407863617837703,0.772789543155454,0.3894689083099365,20260221_155440_run1
tsfresh,AluminiumConcentration,118805.52855859626,242.27678807302001,344.68177868665504,0.4688384596575287,0.43567824363708496,20260221_155443_run1
tsfresh,BarCrawl6min,0.0015103241718597473,0.02976143511886425,0.03886288939154869,0.5114073894452269,0.43908214569091797,20260221_155444_run1
tsfresh,BeijingIntAirportPM25Quality,2301.5709917896506,34.10482062929767,47.97469115887721,0.5931480829757504,1.8740363121032715,20260221_155450_run1
tsfresh,BinanceCoinSentiment,0.12008949209707055,0.26732407936566993,0.3465393081557568,0.0814931390836714,0.4109475612640381,20260221_155451_run1
tsfresh,BitcoinSentiment,0.04786466171176515,0.14820175592517854,0.21877993900667664,0.3545737109397704,0.4040493965148926,20260221_155452_run1
tsfresh,BoronConcentration,0.8602616521047177,0.38162915312540024,0.9275029121812598,-0.02713691441480437,0.4167520999908447,20260221_155455_run1
tsfresh,CalciumConcentration,11671690.476529596,1550.1022349655393,3416.385586629471,0.049202113686136584,0.41669154167175293,20260221_155458_run1
tsfresh,CardanoSentiment,0.08984931236822387,0.2224795961957989,0.29974874873504287,-0.21162548044985252,0.40482020378112793,20260221_155459_run1
tsfresh,ChilledWaterPredictor,199843.41233255935,256.5112725703555,447.03849088479996,0.22745190678140514,0.6061050891876221,20260221_155502_run1
