timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-15T12:01:33,tsfresh_HouseholdPowerConsumption1_nmv_run1_feat_extraction,5d84fd7a-8455-4650-9209-67bc8d7cdda1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2207.899715868756,0.005796969739456831,2.6255584426196916e-06,64.31353013393633,14.025314283130474,20.0,0.03837163895486651,0.008634267740740498,0.011937536378546306,0.05894344307415332,0.0,Brazil,BRA,são paulo,,,Linux-6.17.0-29-generic-x86_64-with-glibc2.39,3.10.0,3.2.8,16,Intel(R) Core(TM) i7-10700F CPU @ 2.90GHz,1,1 x NVIDIA GeForce RTX 3060,-46.6351,-23.6293,62.692867279052734,machine,8.827846364883403,0.0054869684499314125,12.754686785551003,8.002741431230598,N,1.0,0.0
