dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
AcousticContaminationMadrid_nmv,4.178174066813136,4.067681751015963,3.6379049585915615,4.36689189991355,3.8199871374812937,3.630876496527659,3.2586575113281517,3.874600908030284,4.549366117564542,3.983122189224472,3.525291373683292,3.0718692679606527,3.89563875612942,4.584364912491316,4.096182558983617,3.907445739563856,4.136036425234482,4.815977463857672,3.679915398225063,4.266899152001179,4.354216236164874,4.6571788457451015,3.4507748059872645,3.858178844707333,4.141715862383883,4.755061259305871,3.5069332202180634,3.914160024840713,4.323908420817814,4.087754518074179
AluminiumConcentration,212.54682299153768,240.04945909876065,232.6642634359983,239.96678762794645,228.00699551240493,228.3441505570067,241.51652647873237,224.076750300316,258.4326888316749,265.71310245417413,202.86501701321052,211.36279981811973,219.7195449020128,209.84646397501552,206.2456055372366,226.7758353103948,226.5074503335705,222.64355075144928,205.77747301871028,198.73804082105693,267.5593200522765,252.7857627567257,256.7607611002903,262.3545928147976,256.68573533071606,243.95365276821647,228.37317614144408,255.82707777909548,216.26966346590348,229.6614592510749
AppliancesEnergy,2.431597184331004,2.724523629583794,2.0410654688781973,2.0826948795850084,2.3269544105834084,2.7147518527241434,2.85369811005086,2.459784072421082,2.710477986778925,2.1905677740329894,2.257373122285043,2.4902379694205026,2.154847601638732,2.6131549096222497,3.595394644986318,2.440907595739941,2.535707750160219,2.807405178662449,2.808186833962169,2.1128850790682128,2.4091800429597106,2.9360900345794536,2.4575917193570462,2.086789191687734,2.277939398609257,2.576566649261412,2.683108029872566,2.588579480257056,2.3311715869417045,2.7903639162791687
BIDMC32HR,10.685019082917789,0.4172576464040564,0.4151280340421767,0.4277557395251737,0.4016879854560065,0.4310708505325179,0.4092539871134769,0.4228984345625977,0.4299520784001444,0.4102580915427226,0.4213489346636929,0.4291191252511809,0.403122450814603,0.405370755252407,0.3988829303616462,0.4321903529509463,0.4055384965286524,0.4170705382306903,0.4321862707488713,0.4150010741651987,0.4111276275236185,0.4328647817077016,0.4111212208529088,0.412539759392453,0.4270362666747191,0.4357977122728637,0.4208375099237633,0.3998874127669298,0.4113421497013713,0.4270191920872815
BIDMC32RR,6.200697118337695,0.3736783999441033,0.3825310267501338,0.3712610361717881,0.373175542554263,0.3607828089985485,0.3750035625299175,0.3639812798183607,0.4011456609066295,0.3868301910585016,0.400378064000586,0.3889166566832907,0.3794322626144062,0.379026078613052,0.3532367953725087,0.3682115285874297,0.4240594613161098,0.3832744291803978,0.3802748664303706,0.3640196521622284,0.3703952755848677,0.3643155325451876,0.3887988380956684,0.347558453323444,0.3784150506736303,0.3734185920483893,0.3730249652597952,0.3844293593661145,0.3800982562242764,0.3533464641470196
BIDMC32SpO2,6.001927065997192,0.1267342223714966,0.1211482763896961,0.1220518390940827,0.120576120974484,0.1305042673855102,0.1255739766540489,0.1246386529912036,0.1231186876613077,0.1250458203863376,0.1291858512244161,0.1299506181579989,0.1348031251438311,0.1188574906640027,0.1308068856129295,0.122793582357797,0.1184992867169067,0.121522124389822,0.1249484556107229,0.1213170843448304,0.1229152762043195,0.1285775656018101,0.1253757787397877,0.1240462721050864,0.1245764151711211,0.1356190000948026,0.1251965173765441,0.1276701474399972,0.128628070178748,0.1273830246150562
BarCrawl6min,0.0400260879675722,0.0472492005512966,0.036927905274838,0.0432930999467024,0.0458816236001232,0.0429881459471469,0.0519330030330976,0.0426840706688653,0.0444132186410419,0.0481800384349759,0.0543344005167088,0.0445522993762687,0.0480997815764369,0.0466167193097751,0.0473654311260767,0.0399095905639348,0.0443682001550194,0.0358329205299159,0.0557194605989794,0.0485739497648572,0.0571191060437113,0.0418354411201751,0.0516367326346182,0.0470109764741463,0.0440034557517724,0.0415480740233596,0.0487867037978276,0.0415131182438792,0.0441698191635294,0.0460597447909706
BeijingIntAirportPM25Quality,53.1378375326814,56.288645861676414,50.3902373073008,53.84053467796115,56.21607165211276,56.44330008365896,52.91568126920628,54.11939957714821,54.65945157277413,54.127342061657686,51.91194291686115,54.9214740595806,52.60882444740243,57.09928945034391,53.39055713401299,50.91597188535748,57.25397679596933,52.8323407656864,57.14866089340615,55.94419062327029,55.16847405524923,55.23455280251592,54.84209228068799,52.67593700776113,55.513322075921664,55.83331067807975,54.44145824956541,52.371569827858,56.2693941212796,55.23751033000787
BeijingPM10Quality_nmv,99.0840418328164,87.11201074531841,84.62563555427268,81.60270551710205,84.11558273636322,82.86061409164613,84.97284142820784,85.49789681836191,83.09363463365477,84.61076056344834,82.55659358923401,86.46465762233956,85.70275394841647,83.15080859470328,86.59867144812601,87.05448682183659,80.16283646012272,84.18729968763697,84.76720156299189,83.32105597085484,84.22850513641716,86.49770463142886,88.97547906249783,83.01575358307663,85.69630612432567,83.64363768958357,82.78082619957789,87.95106995893114,87.54262827328847,83.51400068113787
BeijingPM25Quality_nmv,67.96949284420715,55.97561478769038,55.70836900890133,52.54547437931989,53.367264524900506,52.9199833472159,54.07351244594843,54.13589790284083,54.31218169918697,51.780799598564656,53.90817551030043,53.73347911848576,54.57889743263457,55.08781402272122,53.59669951087502,54.23512974193279,52.19689542540127,56.287944298536445,56.03117273885453,54.96276160268636,55.96534573187278,56.867712211898784,54.635669488344405,55.99439512087943,54.407909484707176,52.677738846344845,54.66182341890365,54.728192258827065,55.85221608462344,52.14317783850723
BenzeneConcentration_nmv,10.45822759380207,1.5877432340596016,1.481312423637206,1.5486698083944082,1.5558755822557269,1.5066605868801322,1.544805255631604,1.4935046221079338,1.6260050632128993,1.5438026913846976,1.600177894290553,1.6047636508839498,1.461249689450525,1.5937415831956177,1.5334932610545084,1.501794940961176,1.4162254420110156,1.5779926515316556,1.5567638887468658,1.5474138434511555,1.5020730393772912,1.517211524246642,1.5862105987495747,1.5856431103483788,1.5388680902871787,1.5568082897647944,1.583825592356039,1.4800260623526544,1.4671922345537094,1.618751693059919
BinanceCoinSentiment,0.3740187051194565,0.397505756555325,0.4077896760223982,0.3513641456565482,0.3605485963473674,0.358961829787369,0.4012940783945105,0.3910317802966992,0.3789652967791422,0.417328839502809,0.4061564991346535,0.3399495926969498,0.4030998590940054,0.3733575648814108,0.3471475773692262,0.3970789178506504,0.374383462548971,0.3824353435523213,0.3693260317334668,0.4342994391442779,0.3823800102541788,0.4079355010047011,0.3855408619059502,0.3498073727839413,0.373720924158032,0.4032024248506286,0.3767382767609827,0.3478464433404779,0.3887468063726012,0.373142359134233
BitcoinSentiment,0.2242451391697971,0.1764735687709343,0.1747297581007688,0.2189744543950414,0.1984710663926251,0.2158108665526359,0.1860957745131354,0.1866432719262392,0.1937845224766792,0.2261069776035328,0.1773560868223285,0.1746431819496036,0.1762899837461968,0.2219010433020462,0.1865836129072776,0.2148189982265928,0.1963939244693926,0.2110038393671684,0.1871991412590162,0.1841811538284619,0.2595698105090002,0.1950221812347661,0.2085152265890131,0.2081247084385756,0.2078137646745197,0.2067887854185868,0.2235476992362996,0.201925900248636,0.2187257711128814,0.1781428947976112
BoronConcentration,0.9518947916334556,3.966183076858141,1.205282763616767,3.958449726583352,1.1722659358310397,4.000675542331609,0.9515944398129408,3.853279582648117,0.951266265788542,1.861541682666437,3.717023811966087,0.9199705263795926,3.7099760501756425,1.3429726306358605,3.839228592639631,1.526279699017656,1.8763430070146343,3.8863251548891697,1.0836570990790573,1.8818848541319533,1.6075782764696378,3.0825722869579626,0.9561758111419904,1.153852726695937,1.0653882008001248,1.1862325771350106,0.8249031808143743,1.1401111556904262,1.0716297915836177,3.788125675995724
CalciumConcentration,2177.390049113246,2185.7952366123204,3071.0191268763774,2050.0769151764125,3039.7726779531417,1665.3921733086936,3334.6251541947163,2034.473257263028,1950.9146655140612,1941.6092206153328,2572.976313436981,2930.3372899010674,1795.178884897373,1983.4658827334083,1849.888548560299,2905.3616596269862,2375.5621361424573,1910.1398521360973,2757.432692821956,2449.973097810065,2536.54073474881,2105.014280892135,1779.0585205406765,2096.5855517192304,2132.3081792468192,2568.639806565134,2370.0002018937003,2770.6470134196866,2046.4643168215875,2274.6722865653637
CardanoSentiment,0.3216027383938408,0.310532610447078,0.327149549213624,0.2956687386187924,0.3261710699844402,0.2812113670204577,0.3799482341959089,0.2435695472289808,0.3336867568065588,0.266844469351999,0.2865340793195757,0.3609033495435056,0.279082562795434,0.2751308477231585,0.3157068986295848,0.3539141325159009,0.2745085954121128,0.320139053932172,0.3959367254818592,0.3431318499116665,0.3590838974581741,0.3217740450615864,0.3572170508564997,0.3680753114061491,0.3252334111182418,0.2669104310964317,0.2673475698931143,0.3631202344755139,0.2677515742126738,0.3476057947151436
ChilledWaterPredictor,1561.4193579382932,2231.6862631369822,2146.5499274577555,1466.8154947780745,2553.0642273228814,3232.215729822059,1650.7437261354255,1375.0458734111849,2479.375369412811,3252.532404194444,2881.8839489153274,2165.540127585109,2207.540963098187,3345.5570591746105,2098.2284997496204,2890.19421870457,2941.2501205677863,2281.485708580974,3688.909383613758,2777.951427302263,1985.682093833493,2378.546200077005,2514.7835574284363,2099.7042248198964,1534.6866821648882,2927.3128887957623,3157.6216572565704,3000.731177290993,1631.259700951765,2861.415605702562
CopperConcentration,1.7091047560875434,1.9270077695603505,2.0973827909758938,1.8125839033807225,1.8913420713942048,1.7971281224842826,1.8438298363918768,1.325428936225606,2.1896463676931037,1.933412146233952,1.8192855236645904,1.7522505792251584,1.651881087558686,1.707042207529256,1.3782618917758682,1.261624948946129,1.686007993864442,1.852871457791799,2.065172345090275,1.3024810553637247,2.1185764031003305,2.2580668663234027,1.099535090837121,1.1380615262258762,1.820312926277361,1.6902756716914116,1.5573826778398867,1.6018535191921774,2.3281835430279707,1.839006319482931
Covid19Andalusia,0.0143839723724475,0.0148652336426797,0.0087432665407901,0.0111868176773417,0.0141247215583164,0.0111164193228864,0.0124151947206716,0.0153165053684973,0.0133938860642055,0.0121558020888858,0.0098925379842335,0.0125621564957859,0.0149719909896284,0.0128438951833695,0.0119233324412293,0.0150182830646604,0.0095059811804624,0.0134101765765719,0.0146238299705937,0.0131379619081004,0.0138454387970007,0.0154397104249548,0.0144081443991434,0.0193374250372468,0.0178064667312309,0.0102194459704783,0.0141876391716433,0.0139965342522949,0.0151287588016351,0.0113080267210053
